Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GATA3 27048872 Chip-Seq THYMUS Human	28/2000	0.6722394211394845	0.9850174851418835	0	0	0.9288938122646947	0.36890155782861034	CYFIP2;SH2D4A;FMN1;NOD1;IKZF2;IQGAP2;SLC4A4;ZFP36L1;SMPD3;SCN9A;EPSTI1;CTSH;ACSS1;NCKAP5;EPHA4;ST6GAL1;DAPK2;ARHGAP29;RUNX1;SMAD7;EML5;POR;BCL6;BCL2;MALAT1;NAF1;LCP1;IL18R1
CTCF 27219007 Chip-Seq Bcells Human	28/2000	0.6722394211394845	0.9850174851418835	0	0	0.9288938122646947	0.36890155782861034	PTPRT;PDE3B;ELAVL4;NTN4;ASAP3;FMN2;CACNA1C;RAP1GAP;FAM171A1;PRDM16;PLXNA2;CTSH;TMEM132D;EPHA4;TCF7L2;VWF;CADPS;ARHGAP29;RASSF9;PROX1;SMAD6;DHRS3;SMAD7;NFASC;TCERG1L;DNAJC6;PITPNM3;CDH13
KAP1 27257070 Chip-Seq ESCs Mouse	28/2000	0.6722394211394845	0.9850174851418835	0	0	0.9288938122646947	0.36890155782861034	GABRB3;SNAP25;ARHGAP8;KHDRBS3;EPAS1;DOCK8;PREP;CDC14A;ZFP36L1;DPP4;SPP1;PLXNA2;CD55;RUNX1T1;TMEM132D;WWTR1;DST;EYA1;MICAL3;MEIS2;SMAD7;POR;PTK7;DNAJC6;RIMBP2;CDH13;MALAT1;NAF1
P300 27268052 Chip-Seq Bcells Human	28/2000	0.6722394211394845	0.9850174851418835	0	0	0.9288938122646947	0.36890155782861034	PTPRT;SP100;ARHGAP8;DOCK8;CHD7;NTN4;ASAP3;PSIP1;CACNA1C;FGF1;NOL4;LTBP1;SLC4A5;STOX2;IRAK2;AOX1;SRRM3;AUTS2;EYA2;PLCL2;OSMR;PTPN13;NFASC;BCL6;PTK7;SCGB1A1;SDC1;XIST
E2F1 17053090 ChIP-ChIP MCF-7 Human	24/1726	0.6758662114231802	0.9865135719210819	0	0	0.9229270377096465	0.36156602053963954	SNAP25;SLC38A1;NFIX;VWF;LRP1;MGST1;MICAL3;NTN4;KCNJ15;NEDD4L;CACNA1C;MEIS2;RUNX1;ZFP36L1;SMPD3;MAP3K15;FGF14;NETO1;BCL2;CDH13;DMD;LCP1;MCTP2;SOX5
ZFP281 18757296 ChIP-ChIP E14 Mouse	28/2004	0.6763773937026059	0.9865135719210819	0	0	0.9268043085289153	0.3623842697115038	YAP1;NOTCH3;LRP1;WWC2;FMN1;FIGN;CPLX2;NOL4;LPP;TSPAN11;ZFP36L1;RIMS2;FUT8;ATP7B;MAGI1;WWTR1;TCF7L2;IGFBP5;SYT14;PLXDC2;VEGFA;SMAD7;FRAS1;MDFIC;PTK7;SLCO4C1;SDC1;ZFPM2
CEBPB 23403033 ChIP-Seq LIVER Mouse	5/382	0.6786903227042701	0.9876114351075931	0	0	0.8717226943827929	0.33787129022794443	ABCC3;BCL6;SDC1;LCP1;SMAD6
EWS-ERG 20517297 ChIP-Seq CADO-ES1 Human	14/1038	0.692168726455124	0.9999960096433936	0	0	0.8959635416666667	0.3296478597884327	WWTR1;TCF7L2;AUTS2;CACNA2D1;CHD7;IQGAP2;PARD3B;RIMS2;FAM171A1;BCL6;NCKAP5;TRPM6;SNTB1;RAI14
POU5F1 18358816 ChIP-ChIP MESCs Mouse	10/753	0.6929900152244164	0.9999960096433936	0	0	0.8828885049388293	0.3237902547884972	ST6GAL1;NFIA;DST;EYA1;DAPK1;RARB;AOX1;KIFC3;RAI14;ZFP36L1
GATA2 21666600 ChIP-Seq HMVEC Human	11/837	0.7111183936510787	0.9999960096433936	0	0	0.8727846717783159	0.29754656110488376	MAGI1;DPP4;MDFIC;VWF;DST;LIMCH1;LRBA;CACNA1C;ZFPM2;TRPM6;RUNX1
NR0B1 18358816 ChIP-ChIP MESCs Mouse	23/1691	0.7134116468369829	0.9999960096433936	0	0	0.9009292565947242	0.30424081920459545	MAGI1;EPHA4;RYR2;NOTCH3;KHDRBS3;DST;EYA1;MTUS1;FGF1;ATP1B1;LPP;DHRS3;ZFP36L1;SMAD7;NET1;TSPAN9;DNER;SPP1;RARB;SCD1;KIFC3;DOCK1;CD55
HNF4A 19761587 ChIP-ChIP CACO-2 Human	15/1126	0.7142126476852438	0.9999960096433936	0	0	0.8837679542602147	0.29745378833626795	EPHA4;TCF7L2;SLC38A1;LRP1;DAPK1;PON2;NTN4;HNMT;SMAD6;DHRS3;ARHGAP24;PEX5L;SDC1;RNF152;SOX5
NANOG 21062744 ChIP-ChIP HESCs Human	11/840	0.7154556479786948	0.9999960096433936	0	0	0.8694880042889693	0.2911355979149297	PCSK1;DAPK1;TSPAN9;PPP2R2B;SLCO4C1;WWC2;MTUS1;DCLK2;KIFC3;LPP;MEIS2
SALL4 22934838 ChIP-ChIP CD34+ Human	19/1418	0.7233130568332774	0.9999960096433936	0	0	0.8877208209945879	0.2875444505882553	RAB3C;SWAP70;DOCK8;MTUS1;NTN4;PROX1;IQGAP2;CPLX2;RUNX1;FUT8;NFIA;BCL6;DNER;SLCO4C1;BCL2;DMD;LRRFIP1;LCP1;ATP6V1C2
GRHL2 25758223 ChIP-Seq PLACENTA Mouse	13/1000	0.7364252514322648	0.9999960096433936	0	0	0.8618402873722023	0.26367791565304194	TCF7L2;ATP8B1;SWAP70;CELF4;PSIP1;IQGAP2;NOL4;SLC4A5;WNK2;EPSTI1;SPP1;PAM;RAI14
BCL6 25482012 ChIP-Seq CML-JURL-MK1 Human	27/2000	0.7408619993918734	0.9999960096433936	0	0	0.8919233177305388	0.2675242885989258	RAB3C;SP100;NFIX;FGF1;NOL4;SLC4A5;RAP1GAP;RIMS2;ATP6V1C2;RGS7;SRRM3;SFTPB;SLC38A1;VWF;DST;COL23A1;CACNA2D3;SMAD6;VEGFA;NET1;GPRIN3;FRAS1;BCL6;SCGB1A1;RIMBP2;MALAT1;XIST
TCF21 26020271 ChIP-Seq SMOOTH MUSCLE Human	27/2000	0.7408619993918734	0.9999960096433936	0	0	0.8919233177305388	0.2675242885989258	HSPA4L;MGST1;PTPRK;LTBP1;SLC8A1;DPP4;TSPAN9;LRRFIP1;ACSS1;RUNX1T1;GPR39;TCF7L2;SMAD3;ANXA2;IGFBP5;DST;MYOF;NFATC2;SMAD6;PTPN14;ACSF2;VEGFA;PARD3B;DNM3;BCL6;PTK7;SNTB1
CEBPA 20513432 ChIP-Seq MACROPHAGES Mouse	27/2000	0.7408619993918734	0.9999960096433936	0	0	0.8919233177305388	0.2675242885989258	PCSK1;RBM47;EPAS1;DOCK8;PON2;CHD7;MGST1;NEDD4L;NPAS2;STOX2;IRAK2;PLXNA2;SLC18A1;ST6GAL1;ANXA2;COL23A1;CADPS;ESR1;DHRS3;ACSF2;DNM3;COL4A5;MALAT1;B430010I23RIK;PAM;ANK;SNTB1
GATA6 21074721 ChIP-Seq CACO-2 Human	27/2000	0.7408619993918734	0.9999960096433936	0	0	0.8919233177305388	0.2675242885989258	RYR2;ELAVL4;ASAP3;FMN2;CDC14A;RAP1GAP;FAM171A1;PALMD;KIF5B;PRDM16;PLXNA2;TNR;CD55;RGS7;FMO1;ARHGAP29;FMO2;SYT14;PROX1;PLXDC2;ATP1B1;PTPN14;DHRS3;DNM3;NFASC;NFIA;DNAJC6
NCOR 22424771 ChIP-Seq 293T Human	27/2000	0.7408619993918734	0.9999960096433936	0	0	0.8919233177305388	0.2675242885989258	HSPA4L;CELF4;PTPRK;SNX30;NOL4;NPAS2;PKHD1;PCLO;CTSH;UTP20;MPDZ;E2F7;MAGI1;SRRM3;GPR39;ANXA2;DAPK2;ARHGAP29;ATP11A;SMAD6;VEGFA;SMAD7;MYO1D;DCHS2;SCGB1A1;RARB;TOX
MYB 26560356 Chip-Seq TH1 Human	27/2000	0.7408619993918734	0.9999960096433936	0	0	0.8919233177305388	0.2675242885989258	CYFIP2;DDC;SNX30;CDC14A;ZFP36L1;ALCAM;RASGEF1B;KIF5B;LRRFIP1;ACSS1;SLC18A1;SLC38A1;ANXA2;IGFBP5;SYT1;VWF;ATP11A;DHRS3;SMAD7;NET1;MDFIC;BCL6;CLIP4;SCGB1A1;BCL2;MALAT1;LCP1
CHD1 26751641 Chip-Seq LNCaP Human	27/2000	0.7408619993918734	0.9999960096433936	0	0	0.8919233177305388	0.2675242885989258	CYFIP2;NLGN1;NFIX;LRP1;PDE3B;NEDD4L;CDC14A;ZFP36L1;DPP4;SELENBP1;NETO1;PALMD;PLXNA2;PAK6;TCF7L2;SLC38A1;PPP1R14C;AUTS2;COL23A1;TC2N;PTPN14;DHRS3;STXBP5L;CYP39A1;NET1;NFIA;RARB
FLI1 26923725 Chip-Seq MACROPHAGESS Mouse	27/2000	0.7408619993918734	0.9999960096433936	0	0	0.8919233177305388	0.2675242885989258	SH2D4A;MGST1;IQGAP2;PALMD;IRAK2;KIF5B;PRDM16;PAK6;LRRFIP1;E2F7;ZFP462;SRRM3;ST6GAL1;SLC38A1;DENND4A;SWAP70;PRKCA;TC2N;ATP1B1;RUNX1;FRAS1;PTK7;CDH13;MALAT1;A330076H08RIK;MCTP2;LRP11
OCT1 27270436 Chip-Seq PROSTATE Human	27/2000	0.7408619993918734	0.9999960096433936	0	0	0.8919233177305388	0.2675242885989258	NFIX;KHDRBS3;WWC2;CHD7;PREP;FGF1;RAP1GAP;ZFP36L1;DPP4;STOX2;CDH20;TNR;ASCC2;RUNX1T1;ST6GAL1;SLC38A1;PTPRN2;ANXA2;CACNA2D1;KCNJ15;OSMR;ESR1;SMAD7;EML5;SCGB1A1;MALAT1;TOX
TRIM28 21343339 ChIP-Seq HEK293 Human	1/90	0.7430062287065774	0.9999960096433936	0	0	0.7394615790664354	0.21965769142804722	EPAS1
HTT 18923047 ChIP-ChIP STHdh Human	7/566	0.7455146887372366	0.9999960096433936	0	0	0.8209008258387042	0.24108251718105622	PCSK1;AHI1;PCLO;NETO1;MGST1;LTBP1;SLC8A1
HSF1 23293686 ChIP-Seq STHDH STRIATAL Mouse	15/1156	0.7504725934797204	0.9999960096433936	0	0	0.8591425855747985	0.24661872313031374	ANXA2;LRP1;HSPA4L;MICAL3;SEMA3E;OSMR;ESR1;TSPAN11;MYO1D;IRAK2;RASGEF1B;MYO5C;TTC3;AOX1;MPDZ
PBX1 22567123 ChIP-ChIP OVCAR3 Human	31/2299	0.7566279002965038	0.9999960096433936	0	0	0.8891109926557688	0.24795855585226811	GABRB3;KHDRBS3;MAOB;SH2D4A;DOCK8;SEMA3A;WWC2;CACNA1A;HNMT;CDH20;TNR;DMD;UTP20;ASCC2;SLC18A1;SOX5;RUNX1T1;TCF7L2;DAPK2;SWAP70;CP;ARHGAP24;MYO1D;MAP3K15;NFASC;BCL6;COL4A5;LCP1;TOX;DOCK1;RAI14
MYC 18940864 ChIP-ChIP HL60 Human	9/746	0.7883924730932255	0.9999960096433936	0	0	0.7985589294904787	0.18986477280734013	PCDH9;KIF5B;RARB;CDH13;FMN2;CDC14A;ROBO1;RAI14;SMAD7
KLF5 18264089 ChIP-ChIP MESCs Mouse	1/103	0.7889101067582833	0.9999960096433936	0	0	0.6447887879984209	0.15288129007749102	NOTCH3
KLF2 18264089 ChIP-ChIP MESCs Mouse	1/103	0.7889101067582833	0.9999960096433936	0	0	0.6447887879984209	0.15288129007749102	NOTCH3
KLF4 18264089 ChIP-ChIP MESCs Mouse	1/104	0.7920822136165051	0.9999960096433936	0	0	0.6384961230207858	0.14882711717294378	NOTCH3
YY1 22570637 ChIP-Seq MALME-3M Human	13/1049	0.7940918677544284	0.9999960096433936	0	0	0.8189276939276939	0.18880879328295283	SRRM3;SH2D4A;DAPK1;CHD7;MICAL3;ASAP3;RAP1GAP;SMPD3;NETO1;CLIP4;SCGB1A1;RIMBP2;SLC18A1
SALL1 21062744 ChIP-ChIP HESCs Human	1/105	0.7952068088399883	0.9999960096433936	0	0	0.6323244708311823	0.14489908819545164	SOX5
SRY 22984422 ChIP-ChIP TESTIS Rat	2/197	0.7962521734492319	0.9999960096433936	0	0	0.6736078736078736	0.1534743750208709	GPR39;RAB3C
CTCF 18555785 ChIP-Seq MESCs Mouse	20/1568	0.8014657344454161	0.9999960096433936	0	0	0.8406268233725098	0.1860416942876585	RYR2;DAPK2;SWAP70;COL23A1;PREP;REV1;IQGAP2;LTBP1;MYO1D;TCERG1L;IRAK2;DNER;AOX3;RIMBP2;PLXNA2;SDC1;CTSH;TNR;TOX;SCN3A
RARA 24833708 ChIP-Seq LIVER Mouse	26/2000	0.8018129675566034	0.9999960096433936	0	0	0.8552612534375452	0.1889100251348434	CYFIP2;PCSK1;RAB3C;DDC;AKR1C19;GSTT1;IQGAP2;CDC14A;KIF5B;PRDM16;PAK6;ST6GAL1;PTPRN2;SMAD3;SYT1;REV1;4930523C07RIK;PROX1;PTPN13;VEGFA;SMAD7;FAM135A;MDFIC;SDC1;MALAT1;RAPGEF4
SOX2 21211035 ChIP-Seq LN229 Human	26/2000	0.8018129675566034	0.9999960096433936	0	0	0.8552612534375452	0.1889100251348434	PCSK1;SNAP25;DDC;ARHGAP8;PSIP1;SEMA3E;SNX30;FGF1;NOL4;EGFR;NPAS2;PCLO;PTPRZ1;EPSTI1;NCKAP5;RGS7;SLC38A1;DST;EYA1;DENND4A;ACSF2;EML5;POR;TCERG1L;MYO5C;CLIP4
GATA3 21878914 ChIP-Seq MCF-7 Human	26/2000	0.8018129675566034	0.9999960096433936	0	0	0.8552612534375452	0.1889100251348434	PON3;EPAS1;ASAP3;NOD1;AHR;IQGAP2;TSPAN11;SYNE1;NETO1;CDH20;NRCAM;SFTPB;DST;DENND4A;EYA2;CADPS;MTUS1;KCNJ15;RASSF9;FMO2;PTPN13;ESR1;POR;FAM135A;RARB;MALAT1
TCF7 22412390 ChIP-Seq EML Mouse	26/2000	0.8018129675566034	0.9999960096433936	0	0	0.8552612534375452	0.1889100251348434	ZFP521;HSPA4L;PDE3B;IKZF2;ZFP36L1;DPP4;SELENBP1;AOX1;SRRM3;SLC38A1;SMAD3;DENND4A;DAPK2;REV1;PPP2R3A;SMAD6;RUNX1;VEGFA;SMAD7;WNK2;MYO5C;SCGB1A1;SDC1;MALAT1;CPEB2;RAI14
TAF7L 23326641 ChIP-Seq C3H10T1-2 Mouse	11/912	0.8070004017208564	0.9999960096433936	0	0	0.7969540017264768	0.17089173353382614	CCDC88A;POR;MDFIC;PCX;IRAK2;MGST1;AOX1;SCD1;OSMR;SAMD4;VEGFA
ERG 20517297 ChIP-Seq VCAP Human	13/1062	0.8077799475043493	0.9999960096433936	0	0	0.8082156166045584	0.17252623132621225	PON3;SLC38A1;COL23A1;CACNA1C;IQGAP2;OSMR;NALCN;SEL1L3;MDFIC;NETO1;PITPNM3;SCGB1A1;SPATS2L
ESRRB 18555785 ChIP-Seq MESCs Mouse	18/1434	0.8115498813976951	0.9999960096433936	0	0	0.827175945473189	0.17272213418833085	MAGI1;WWTR1;PON3;ST6GAL1;EPAS1;ATP8B1;SWAP70;MTUS1;AHR;ATP1B1;LTBP1;EGFR;RAP1GAP;FUT8;ATP7B;MYO5C;LRRFIP1;RGS7
MECOM 23826213 ChIP-Seq KASUMI Mouse	25/1951	0.8193992884122453	0.9999960096433936	0	0	0.842059485640221	0.16772459326730368	CYFIP2;HSPA4L;PSIP1;NOL4;ZFP809;CDC14A;SYNE1;MECOM;LRRFIP1;SLC38A1;ANXA2;DENND4A;EYA2;PLCL2;MTUS1;PROX1;PLXDC2;MEIS2;VEGFA;SMAD7;SLCO4C1;KIFC3;LCP1;MCTP2;CPEB2
YY1 21170310 ChIP-Seq MESCs Mouse	5/464	0.8264391479835836	0.9999960096433936	0	0	0.7129518474056289	0.13590929100718804	GABRP;AHI1;SNAP25;NLGN1;ATP8B1
SOX2 19030024 ChIP-ChIP MESCs Mouse	10/863	0.8354136155146967	0.9999960096433936	0	0	0.7645720173456597	0.1374917081676268	YAP1;RIMS2;PON3;EYA1;MYO5C;PROX1;AHR;IKZF2;LTBP1;ZFP36L1
PU.1 20513432 ChIP-Seq MACROPHAGES Mouse	25/2000	0.8537253961835	0.9999960096433936	0	0	0.818904185530814	0.12950616503932158	PCSK1;LRP1;EPAS1;PON2;NOD1;EGFR;NPAS2;KIF5B;ASCC2;CCDC141;ST6GAL1;SLC38A1;ANXA2;DAPK1;COL23A1;SYT14;DHRS3;VEGFA;DNM3;CCDC88A;MDFIC;MALAT1;XIST;PAM;SNTB1
GATA6 21074721 ChIP-Seq CACO-2 Mouse	25/2000	0.8537253961835	0.9999960096433936	0	0	0.818904185530814	0.12950616503932158	ELAVL4;ASAP3;CDC14A;RAP1GAP;SELENBP1;FAM171A1;PALMD;KIF5B;PRDM16;PLXNA2;TNR;CD55;RGS7;FMO1;ARHGAP29;FMO2;SYT14;PROX1;ATP1B1;PTPN14;DHRS3;DNM3;NFASC;NFIA;DNAJC6
LDB1 21186366 ChIP-Seq BM-HSCs Mouse	25/2000	0.8537253961835	0.9999960096433936	0	0	0.818904185530814	0.12950616503932158	PTPRT;PCSK1;DDC;NFIX;WWC2;PREP;IKZF2;PTPRZ1;PRDM16;TNR;DMD;RNF152;ABCC3;WWTR1;SFTPB;SMAD3;SYT14;PPP2R3A;ESR1;MEIS2;SMAD7;NET1;MYO5C;MALAT1;MET
ERA 21632823 ChIP-Seq H3396 Human	25/2000	0.8537253961835	0.9999960096433936	0	0	0.818904185530814	0.12950616503932158	RAB3C;NOTCH3;NFIX;FMN2;CPLX2;SLC4A4;NPAS2;RAP1GAP;ROBO1;UNC80;DNER;SPP1;PAK6;AOX1;CCDC141;MPDZ;SFTPB;PTPRN2;EYA2;PLCL2;KCNJ15;DCLK2;PROX1;BCL2;MALAT1
GATA3 21867929 ChIP-Seq CD8 Mouse	25/2000	0.8537253961835	0.9999960096433936	0	0	0.818904185530814	0.12950616503932158	CACNA1A;RORB;TSPAN11;SLC4A5;ALCAM;PCLO;TSPAN9;CDH20;PRDM16;NRCAM;CYP2F2;ATP6V1C2;ABCC3;GABRP;SLC38A1;GRID2;PTPRN2;EYA2;LRBA;ESR1;UPK3A;PARD3B;NFIA;MYO5C;SCGB1A1
SOX11 22085726 ChIP-Seq ESNs Mouse	25/2000	0.8537253961835	0.9999960096433936	0	0	0.818904185530814	0.12950616503932158	CYFIP2;NOTCH3;DDC;CHD7;PSIP1;NOL4;SLC8A1;ROBO1;SEL1L3;PKHD1;FAM171A1;SCN9A;PAK6;TNR;EPHA4;WWTR1;ST6GAL1;GRID2;ANXA2;IGFBP5;PLCL2;REV1;SMAD7;KIFC3;RAI14
GATA2 22383799 ChIP-Seq G1ME Mouse	25/2000	0.8537253961835	0.9999960096433936	0	0	0.818904185530814	0.12950616503932158	CYFIP2;SP100;DOCK8;MGST1;RORB;IKZF2;SLC4A4;ZFP36L1;RASGEF1B;KIF5B;PAK6;AOX1;ACSS1;VWF;EYA2;SWAP70;MTUS1;4930523C07RIK;ESR1;DHRS3;ACSF2;POR;BCL6;B430010I23RIK;ANK
FOXA1 26743006 Chip-Seq LNCaP-abl Human	25/2000	0.8537253961835	0.9999960096433936	0	0	0.818904185530814	0.12950616503932158	YAP1;LRP1;WWC2;PDE3B;CDC14A;ZFP36L1;DPP4;SELENBP1;ALCAM;PALMD;RASGEF1B;PLXNA2;UTP20;CD55;TCF7L2;SMAD3;DENND4A;DCLK2;ATP1B1;DHRS3;SMAD7;PARD3B;NET1;BCL2;RAPGEF4
KDM2B 26808549 Chip-Seq DND41 Human	25/2000	0.8537253961835	0.9999960096433936	0	0	0.818904185530814	0.12950616503932158	NOTCH3;EPAS1;ASAP3;SLC8A1;CDC14A;NETO1;TSPAN9;RASGEF1B;PLXNA2;RNF152;CD55;TCF7L2;IGFBP5;AUTS2;DENND4A;ATP1B1;SMAD6;DHRS3;VEGFA;SMAD7;FAM135A;BCL6;DNAJC6;MALAT1;IL18R1
FLI1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	25/2000	0.8537253961835	0.9999960096433936	0	0	0.818904185530814	0.12950616503932158	YAP1;CACNA1A;ATP7B;KIF5B;PRDM16;PAK6;SLC18A1;EPHA4;ST6GAL1;SMAD3;SYT1;VWF;REV1;ZFP618;PROX1;E330009J07RIK;RUNX1;NET1;FRAS1;WNK2;SDC1;CDH13;MALAT1;ZFPM2;HCN1
SA1 27219007 Chip-Seq ERYTHROID Human	25/2000	0.8537253961835	0.9999960096433936	0	0	0.818904185530814	0.12950616503932158	PTPRT;LRP1;CHD7;NTN4;ASAP3;FMN2;CACNA1C;CDC14A;RAP1GAP;GRM5;MECOM;RASGEF1B;KIF5B;PRDM16;PLXNA2;DENND4A;ARHGAP29;PLXDC2;DHRS3;RUNX1;DNM3;NFIA;DNAJC6;SPATS2L;LCP1
PADI4 21655091 ChIP-ChIP MCF-7 Human	12/1037	0.8551798554006926	0.9999960096433936	0	0	0.761832242712671	0.11918368339686816	RAB3C;AHI1;SH2D4A;DMXL2;NEDD4L;TNR;AHR;CACNA1C;LCP1;ESR1;ARHGAP24;ZFP36L1
KDM5B 21448134 ChIP-Seq MESCs Mouse	49/3724	0.8591827189636055	0.9999960096433936	0	0	0.85472	0.12972398982739453	CYFIP2;WWC2;PSIP1;TSPAN11;MECOM;KIF5B;D230025D16RIK;SCD1;GPR39;GRID2;DST;LIMCH1;COL23A1;MTUS1;REV1;CACNA2D3;GPRIN3;EML5;CDH13;NAF1;ZFPM2;RAPGEF4;DDC;NFIX;NRXN1;NEDD4L;NOD1;IQGAP2;LPP;EGFR;PKHD1;STOX2;FUT8;PRDM16;UTP20;NCAM1;ASCC2;TRPM6;SAMD4;GABRP;SYT1;SYT14;MEIS2;DHRS3;AHI1;BCL6;PPP2R2B;TTC3;PDE7A
ELF1 17652178 ChIP-ChIP JURKAT Human	1/133	0.8660172083447032	0.9999960096433936	0	0	0.4974832214765101	0.07156320992681209	NFIA
TP53 22127205 ChIP-Seq IMR90 Human	11/975	0.8676524948569692	0.9999960096433936	0	0	0.7423747982941448	0.10539049291864401	YAP1;RIMS2;NOTCH3;SMAD3;LRP1;PAK6;CPEB2;PTPN14;ACSF2;E2F7;SYNE1
ZNF274 21170338 ChIP-Seq K562 Hela	3/327	0.8697204451067284	0.9999960096433936	0	0	0.6061373873873874	0.08460674554389234	EYA2;SOX5;SEL1L3
CRX 20693478 ChIP-Seq ADULT RETINA Mouse	7/668	0.8751457269065394	0.9999960096433936	0	0	0.690527013864423	0.09209203953535205	PPP2R2B;PLXNA2;DMD;ASCC2;SYT14;DHRS3;ANK
PDX1 19855005 ChIP-ChIP MIN6 Mouse	7/669	0.876082724671487	0.9999960096433936	0	0	0.6894477093076191	0.0912103178205964	PCX;SYT1;EYA1;SLC18A1;ST18;DHRS3;STXBP5L
E2F1 21310950 ChIP-Seq MCF-7 Human	13/1145	0.8798893664851155	0.9999960096433936	0	0	0.7456231930613556	0.09540927221367768	GPR39;DDC;LRBA;PLCL2;MGST1;ALCAM;NFIA;PRDM16;SLCO4C1;DMXL2;LRRFIP1;E2F7;SOX5
ELK1 19687146 ChIP-ChIP HELA Human	10/916	0.8828790156326042	0.9999960096433936	0	0	0.7178212149682623	0.08941690915178538	SLC38A1;NFIA;EYA1;HSPA4L;MTUS1;MGST1;AHR;TOX;MET;NPAS2
NOTCH1 21737748 ChIP-Seq TLL Human	2/245	0.8837449371977861	0.9999960096433936	0	0	0.5392193540341689	0.06664038937276698	BCL6;PRKCA
E2F4 17652178 ChIP-ChIP JURKAT Human	11/1002	0.8885395475634579	0.9999960096433936	0	0	0.7211080278058078	0.08521775019399534	AHI1;SNAP25;SLC38A1;RASGEF1B;HSPA4L;DNER;RORB;DHRS3;CDC14A;RUNX1;ZFP36L1
TCFCP2L1 18555785 ChIP-Seq MESCs Mouse	24/1987	0.889303466753777	0.9999960096433936	0	0	0.7886111239753624	0.09251728957495994	WWTR1;RYR2;GABRP;PON3;KHDRBS3;IGFBP5;SYT1;DOCK8;CADPS;REV1;NEDD4L;ARHGAP29;ATP1B1;SLC4A4;SMAD7;CYP39A1;FUT8;RASGEF1B;SLCO4C1;LRRFIP1;SLC18A1;DOCK1;ANK;E2F7
CNOT3 19339689 ChIP-ChIP MESCs Mouse	18/1547	0.8936388779415639	0.9999960096433936	0	0	0.7613098133592769	0.08561197218789145	CYFIP2;YAP1;SWAP70;PREP;MTUS1;CACNA2D3;NOL4;SMAD7;PKHD1;NFASC;PRDM16;DNER;RARB;NCAM1;PAM;SLC18A1;E2F7;RAI14
POU5F1 18692474 ChIP-Seq MESCs Mouse	55/4232	0.8960355450821057	0.9999960096433936	0	0	0.8377453423705931	0.09196365910949436	PTPRT;CHD7;PREP;ELAVL4;PSIP1;TSPAN11;SMPD3;SCD1;MAGI1;ST6GAL1;SLC38A1;DST;CACNA2D1;MTUS1;PROX1;ATP11A;DNAJC6;CDH13;KIFC3;RAI14;DDC;EPAS1;NEDD4L;SEMA3E;NOD1;CACNA1C;LPP;ZFP36L1;DPP4;PALMD;PRDM16;SPP1;PLXNA2;NCAM1;ASCC2;ACSS1;ZFP462;TMEM132D;WWTR1;GABRP;TCF7L2;EYA1;NFATC2;SYT14;SMAD6;PTPN13;ARHGAP24;SMAD7;NFIA;KITL;PTK7;PPP2R2B;SLCO4C1;BCL2;PDE7A
CEBPB 20176806 ChIP-Seq MACROPHAGES Mouse	24/2000	0.8960606539184258	0.9999960096433936	0	0	0.7828487302171513	0.08591543596188174	PCSK1;ST6GAL1;VWF;EPAS1;DAPK2;HGF;SWAP70;DOCK8;PON2;COL23A1;NEDD4L;ATP11A;PTPN13;NPAS2;DNM3;STOX2;BCL6;KIF5B;PRDM16;MALAT1;B430010I23RIK;DOCK1;MET;SNTB1
TAL1 22897851 ChIP-Seq JUKARTE6-1 Human	24/2000	0.8960606539184258	0.9999960096433936	0	0	0.7828487302171513	0.08591543596188174	GABRB3;DDC;PPP1R14C;VWF;DAPK1;EPAS1;PLCL2;REV1;CELF4;ASAP3;TC2N;SLC4A5;NPAS2;ZFP36L1;EML5;FRAS1;MECOM;RASGEF1B;SPATS2L;CTSH;CDH13;ACSS1;SLC18A1;SNTB1
OCT4 20526341 ChIP-Seq ESCs Human	24/2000	0.8960606539184258	0.9999960096433936	0	0	0.7828487302171513	0.08591543596188174	MAGI1;TCF7L2;PTPRN2;ARHGAP8;DAPK1;DENND4A;CACNA2D1;WWC2;CADPS;REV1;NEDD4L;CACNA1C;IKZF2;SNX30;PLXDC2;FGF1;LPP;MEIS2;SLC4A5;NPAS2;VEGFA;SMPD3;EML5;NFASC
CBP 21632823 ChIP-Seq H3396 Human	24/2000	0.8960606539184258	0.9999960096433936	0	0	0.7828487302171513	0.08591543596188174	YAP1;TMEM132D;TCF7L2;SLC38A1;SYT1;VWF;SWAP70;MYOF;PDE3B;CACNA1C;PLXDC2;TSPAN11;NET1;FAM171A1;GRM5;TCERG1L;TSPAN9;KIF5B;SCGB1A1;MALAT1;NCAM1;DOCK1;E2F7;SOX5
ETS1 21867929 ChIP-Seq TH2 Mouse	24/2000	0.8960606539184258	0.9999960096433936	0	0	0.7828487302171513	0.08591543596188174	TMEM132D;SLC38A1;KHDRBS3;EPAS1;DENND4A;PON2;CHD7;REV1;NOD1;ATP11A;IKZF2;CCDC88A;STOX2;MAP3K15;FRAS1;MDFIC;DNAJC6;KIF5B;MALAT1;ASCC2;TOX;NCKAP5;ALDH1A7;SNTB1
