"Peak1","Peak2","coaccess"
"chr1_58576434_58577216","chr1_58717900_58718770",0
"chr1_58576434_58577216","chr1_58738614_58739430",0.013402305859277
"chr1_58576434_58577216","chr1_58739842_58740571",0.00145222367394467
"chr1_58576434_58577216","chr1_58755175_58755890",0.0143079058217386
"chr1_58576434_58577216","chr1_58768941_58769809",0
"chr1_58576434_58577216","chr1_58773195_58773999",0.00523924616601315
"chr1_58576434_58577216","chr1_58779520_58780446",0.0313475378333164
"chr1_58576434_58577216","chr1_58783709_58784631",0.0813881947915509
"chr1_58576434_58577216","chr1_58785039_58785632",0.0335190924964508
"chr1_58576434_58577216","chr1_58805783_58806682",0
"chr1_58576434_58577216","chr1_58809425_58810262",0.00598233762205312
"chr1_58576434_58577216","chr1_58812719_58813613",0
"chr1_58576434_58577216","chr1_58814963_58815655",0.0126477736247767
"chr1_58576434_58577216","chr1_58816026_58816898",0.015202948877238
"chr1_58576434_58577216","chr1_58841209_58842099",0
"chr1_58576434_58577216","chr1_58854294_58855223",0.0182419214625844
"chr1_58576434_58577216","chr1_58857912_58858768",0
"chr1_58576434_58577216","chr1_58859956_58860835",0
"chr1_58576434_58577216","chr1_58861342_58862192",0
"chr1_58576434_58577216","chr1_58881217_58882077",0.00785714075831352
"chr1_58576434_58577216","chr1_58883186_58884139",0.0368111189493958
"chr1_58576434_58577216","chr1_58884781_58885606",0.00554568143384562
"chr1_58576434_58577216","chr1_58885810_58886672",3.56320181056738e-06
"chr1_58576434_58577216","chr1_58895156_58895998",0.0133746136859112
"chr1_58576434_58577216","chr1_58896333_58897201",0
"chr1_58576434_58577216","chr1_58898705_58899579",-0.0122113041602181
"chr1_58576434_58577216","chr1_58903348_58904271",0.0222537907489146
"chr1_58576434_58577216","chr1_58919707_58920541",0.0219595589157972
"chr1_58576434_58577216","chr1_58922119_58922999",0.0164913968565448
"chr1_58576434_58577216","chr1_58932620_58933485",0.0197353938726396
"chr1_58576434_58577216","chr1_58941500_58942417",0.00167002507583538
"chr1_58576434_58577216","chr1_58964604_58965471",0.0107328950085952
"chr1_58576434_58577216","chr1_58968168_58969068",0.00102868572850066
"chr1_58576434_58577216","chr1_58978995_58979836",0.00583322231059004
"chr1_58576434_58577216","chr1_58987168_58988063",0
"chr1_58597720_58598595","chr1_58546302_58547129",0.000644158122614699
"chr1_58597720_58598595","chr1_58573579_58574431",0
"chr1_58597720_58598595","chr1_58576434_58577216",0.000403328982080525
"chr1_58597720_58598595","chr1_58618072_58618972",0.00187186560885553
"chr1_58597720_58598595","chr1_58621112_58621955",0.000824144175911045
"chr1_58597720_58598595","chr1_58648475_58649225",0
"chr1_58597720_58598595","chr1_58649560_58650388",0
"chr1_58597720_58598595","chr1_58652305_58653189",0
"chr1_58597720_58598595","chr1_58699645_58700520",0.000265371504361502
"chr1_58597720_58598595","chr1_58710524_58711425",0.000177069153088256
"chr1_58597720_58598595","chr1_58717900_58718770",0
"chr1_58597720_58598595","chr1_58738614_58739430",0.00163209757388983
"chr1_58597720_58598595","chr1_58739842_58740571",0.000176847981226296
"chr1_58597720_58598595","chr1_58755175_58755890",0.00174237915656428
"chr1_58597720_58598595","chr1_58768941_58769809",0
"chr1_58597720_58598595","chr1_58773195_58773999",0.000638021624513422
"chr1_58597720_58598595","chr1_58779520_58780446",0.00381742074702474
"chr1_58597720_58598595","chr1_58783709_58784631",0.00991124039827938
"chr1_58597720_58598595","chr1_58785039_58785632",0.00408186696504755
"chr1_58597720_58598595","chr1_58805783_58806682",0
"chr1_58597720_58598595","chr1_58809425_58810262",0.000728513348498483
"chr1_58597720_58598595","chr1_58812719_58813613",0
"chr1_58597720_58598595","chr1_58814963_58815655",0.00154021262198081
"chr1_58597720_58598595","chr1_58816026_58816898",0.0018513751468622
"chr1_58597720_58598595","chr1_58841209_58842099",0
"chr1_58597720_58598595","chr1_58854294_58855223",0.00222145323907559
"chr1_58597720_58598595","chr1_58857912_58858768",0
"chr1_58597720_58598595","chr1_58859956_58860835",0
"chr1_58597720_58598595","chr1_58861342_58862192",0
"chr1_58597720_58598595","chr1_58881217_58882077",0.000956821945715999
"chr1_58597720_58598595","chr1_58883186_58884139",0.00448276129199753
"chr1_58597720_58598595","chr1_58884781_58885606",0.000675338505834814
"chr1_58597720_58598595","chr1_58885810_58886672",4.33917349098391e-07
"chr1_58597720_58598595","chr1_58895156_58895998",0.00162872529381796
"chr1_58597720_58598595","chr1_58896333_58897201",0
"chr1_58597720_58598595","chr1_58898705_58899579",-0.00148706051803221
"chr1_58597720_58598595","chr1_58903348_58904271",0.00271000813386262
"chr1_58597720_58598595","chr1_58919707_58920541",0.00267417735473891
"chr1_58597720_58598595","chr1_58922119_58922999",0.00200827895454947
"chr1_58597720_58598595","chr1_58932620_58933485",0.00240332438294561
"chr1_58597720_58598595","chr1_58941500_58942417",0.000203371263365057
"chr1_58597720_58598595","chr1_58964604_58965471",0.00130702373817392
"chr1_58597720_58598595","chr1_58968168_58969068",0.00012527064367947
"chr1_58597720_58598595","chr1_58978995_58979836",0.000710354477881444
"chr1_58597720_58598595","chr1_58987168_58988063",0
"chr1_58618072_58618972","chr1_58546302_58547129",0.0305236006517579
"chr1_58618072_58618972","chr1_58573579_58574431",0
"chr1_58618072_58618972","chr1_58576434_58577216",0.0153712105321941
"chr1_58618072_58618972","chr1_58597720_58598595",0.00187186560885553
"chr1_58618072_58618972","chr1_58621112_58621955",0.031408835465935
"chr1_58618072_58618972","chr1_58648475_58649225",0
"chr1_58618072_58618972","chr1_58649560_58650388",0
"chr1_58618072_58618972","chr1_58652305_58653189",0
"chr1_58618072_58618972","chr1_58699645_58700520",0.010113533725606
"chr1_58618072_58618972","chr1_58710524_58711425",0.0067482560187888
"chr1_58618072_58618972","chr1_58717900_58718770",0
"chr1_58618072_58618972","chr1_58738614_58739430",0.171683196418987
"chr1_58618072_58618972","chr1_58739842_58740571",0.0186029482445788
"chr1_58618072_58618972","chr1_58755175_58755890",0.0688212850837047
"chr1_58618072_58618972","chr1_58768941_58769809",0
"chr1_58618072_58618972","chr1_58773195_58773999",0.0243155467377998
"chr1_58618072_58618972","chr1_58779520_58780446",0.190922635118286
"chr1_58618072_58618972","chr1_58783709_58784631",0.377725800936177
"chr1_58618072_58618972","chr1_58785039_58785632",0.166425211842948
"chr1_58618072_58618972","chr1_58805783_58806682",0
"chr1_58618072_58618972","chr1_58809425_58810262",0.0277642633006921
"chr1_58618072_58618972","chr1_58812719_58813613",0
"chr1_58618072_58618972","chr1_58814963_58815655",0.0658202495385994
"chr1_58618072_58618972","chr1_58816026_58816898",0.124122916210328
"chr1_58618072_58618972","chr1_58841209_58842099",0
"chr1_58618072_58618972","chr1_58854294_58855223",0.0846614722530352
"chr1_58618072_58618972","chr1_58857912_58858768",0
"chr1_58618072_58618972","chr1_58859956_58860835",0
"chr1_58618072_58618972","chr1_58861342_58862192",0
"chr1_58618072_58618972","chr1_58881217_58882077",0.0582253364397507
"chr1_58618072_58618972","chr1_58883186_58884139",0.33088067443446
"chr1_58618072_58618972","chr1_58884781_58885606",0.0498479498967811
"chr1_58618072_58618972","chr1_58885810_58886672",3.20282200563093e-05
"chr1_58618072_58618972","chr1_58895156_58895998",0.0659382961183643
"chr1_58618072_58618972","chr1_58896333_58897201",0
"chr1_58618072_58618972","chr1_58898705_58899579",-0.0566731410643411
"chr1_58618072_58618972","chr1_58903348_58904271",0.19531472354619
"chr1_58618072_58618972","chr1_58919707_58920541",0.156000064652059
"chr1_58618072_58618972","chr1_58922119_58922999",0.0797804906951266
"chr1_58618072_58618972","chr1_58932620_58933485",0.117609805459977
"chr1_58618072_58618972","chr1_58941500_58942417",0.00775065181097866
"chr1_58618072_58618972","chr1_58964604_58965471",0.0498117862654253
"chr1_58618072_58618972","chr1_58968168_58969068",0.00477417077138393
"chr1_58618072_58618972","chr1_58978995_58979836",0.0270722132976358
"chr1_58618072_58618972","chr1_58987168_58988063",0
"chr1_58621112_58621955","chr1_58546302_58547129",0.0108086052714119
"chr1_58621112_58621955","chr1_58573579_58574431",0
"chr1_58621112_58621955","chr1_58576434_58577216",0.00676762988586321
"chr1_58621112_58621955","chr1_58597720_58598595",0.000824144175911045
"chr1_58621112_58621955","chr1_58618072_58618972",0.031408835465935
"chr1_58621112_58621955","chr1_58648475_58649225",0
"chr1_58621112_58621955","chr1_58649560_58650388",0
"chr1_58621112_58621955","chr1_58652305_58653189",0
"chr1_58621112_58621955","chr1_58699645_58700520",0.00445278222881297
"chr1_58621112_58621955","chr1_58710524_58711425",0.00297111922412089
"chr1_58621112_58621955","chr1_58717900_58718770",0
"chr1_58621112_58621955","chr1_58738614_58739430",0.027385664825585
"chr1_58621112_58621955","chr1_58739842_58740571",0.00296740808663904
"chr1_58621112_58621955","chr1_58755175_58755890",0.0292361267758223
"chr1_58621112_58621955","chr1_58768941_58769809",0
"chr1_58621112_58621955","chr1_58773195_58773999",0.0107056383392303
"chr1_58621112_58621955","chr1_58779520_58780446",0.0640541391328057
"chr1_58621112_58621955","chr1_58783709_58784631",0.166304951306422
"chr1_58621112_58621955","chr1_58785039_58785632",0.0684913955854982
"chr1_58621112_58621955","chr1_58805783_58806682",0
"chr1_58621112_58621955","chr1_58809425_58810262",0.012224037767175
"chr1_58621112_58621955","chr1_58812719_58813613",0
"chr1_58621112_58621955","chr1_58814963_58815655",0.0258438878290675
"chr1_58621112_58621955","chr1_58816026_58816898",0.0310650172204771
"chr1_58621112_58621955","chr1_58841209_58842099",0
"chr1_58621112_58621955","chr1_58854294_58855223",0.0372747161715595
"chr1_58621112_58621955","chr1_58857912_58858768",0
"chr1_58621112_58621955","chr1_58859956_58860835",0
"chr1_58621112_58621955","chr1_58861342_58862192",0
"chr1_58621112_58621955","chr1_58881217_58882077",0.0160549255892168
"chr1_58621112_58621955","chr1_58883186_58884139",0.0752181733492594
"chr1_58621112_58621955","chr1_58884781_58885606",0.0113317942875957
"chr1_58621112_58621955","chr1_58885810_58886672",7.28088520846725e-06
"chr1_58621112_58621955","chr1_58895156_58895998",0.0273290798926598
"chr1_58621112_58621955","chr1_58896333_58897201",0
"chr1_58621112_58621955","chr1_58898705_58899579",-0.0249520258921358
"chr1_58621112_58621955","chr1_58903348_58904271",0.0454723881806228
"chr1_58621112_58621955","chr1_58919707_58920541",0.0448711681780816
"chr1_58621112_58621955","chr1_58922119_58922999",0.0336977734698112
"chr1_58621112_58621955","chr1_58932620_58933485",0.040326410057483
"chr1_58621112_58621955","chr1_58941500_58942417",0.00341245360741357
"chr1_58621112_58621955","chr1_58964604_58965471",0.0219311115863042
"chr1_58621112_58621955","chr1_58968168_58969068",0.00210196983022004
"chr1_58621112_58621955","chr1_58978995_58979836",0.0119193422929061
"chr1_58621112_58621955","chr1_58987168_58988063",0
"chr1_58648475_58649225","chr1_58546302_58547129",0
"chr1_58648475_58649225","chr1_58573579_58574431",0
"chr1_58648475_58649225","chr1_58576434_58577216",0
"chr1_58648475_58649225","chr1_58597720_58598595",0
"chr1_58648475_58649225","chr1_58618072_58618972",0
"chr1_58648475_58649225","chr1_58621112_58621955",0
"chr1_58648475_58649225","chr1_58649560_58650388",0
"chr1_58648475_58649225","chr1_58652305_58653189",0
"chr1_58648475_58649225","chr1_58699645_58700520",0
"chr1_58648475_58649225","chr1_58710524_58711425",0
"chr1_58648475_58649225","chr1_58717900_58718770",0
"chr1_58648475_58649225","chr1_58738614_58739430",0
"chr1_58648475_58649225","chr1_58739842_58740571",0
"chr1_58648475_58649225","chr1_58755175_58755890",0
"chr1_58648475_58649225","chr1_58768941_58769809",0
"chr1_58648475_58649225","chr1_58773195_58773999",0
"chr1_58648475_58649225","chr1_58779520_58780446",0
"chr1_58648475_58649225","chr1_58783709_58784631",0
"chr1_58648475_58649225","chr1_58785039_58785632",0
"chr1_58648475_58649225","chr1_58805783_58806682",0
"chr1_58648475_58649225","chr1_58809425_58810262",0
"chr1_58648475_58649225","chr1_58812719_58813613",0
"chr1_58648475_58649225","chr1_58814963_58815655",0
"chr1_58648475_58649225","chr1_58816026_58816898",0
"chr1_58648475_58649225","chr1_58841209_58842099",0
"chr1_58648475_58649225","chr1_58854294_58855223",0
"chr1_58648475_58649225","chr1_58857912_58858768",0
"chr1_58648475_58649225","chr1_58859956_58860835",0
"chr1_58648475_58649225","chr1_58861342_58862192",0
"chr1_58648475_58649225","chr1_58881217_58882077",0
"chr1_58648475_58649225","chr1_58883186_58884139",0
"chr1_58648475_58649225","chr1_58884781_58885606",0
"chr1_58648475_58649225","chr1_58885810_58886672",0
"chr1_58648475_58649225","chr1_58895156_58895998",0
"chr1_58648475_58649225","chr1_58896333_58897201",0
"chr1_58648475_58649225","chr1_58898705_58899579",0
"chr1_58648475_58649225","chr1_58903348_58904271",0
"chr1_58648475_58649225","chr1_58919707_58920541",0
"chr1_58648475_58649225","chr1_58922119_58922999",0
"chr1_58648475_58649225","chr1_58932620_58933485",0
"chr1_58648475_58649225","chr1_58941500_58942417",0
"chr1_58648475_58649225","chr1_58964604_58965471",0
"chr1_58648475_58649225","chr1_58968168_58969068",0
"chr1_58648475_58649225","chr1_58978995_58979836",0
"chr1_58648475_58649225","chr1_58987168_58988063",0
"chr1_58649560_58650388","chr1_58546302_58547129",0
"chr1_58649560_58650388","chr1_58573579_58574431",0
"chr1_58649560_58650388","chr1_58576434_58577216",0
"chr1_58649560_58650388","chr1_58597720_58598595",0
"chr1_58649560_58650388","chr1_58618072_58618972",0
"chr1_58649560_58650388","chr1_58621112_58621955",0
"chr1_58649560_58650388","chr1_58648475_58649225",0
"chr1_58649560_58650388","chr1_58652305_58653189",0
"chr1_58649560_58650388","chr1_58699645_58700520",0
"chr1_58649560_58650388","chr1_58710524_58711425",0
"chr1_58649560_58650388","chr1_58717900_58718770",0
"chr1_58649560_58650388","chr1_58738614_58739430",0
"chr1_58649560_58650388","chr1_58739842_58740571",0
"chr1_58649560_58650388","chr1_58755175_58755890",0
"chr1_58649560_58650388","chr1_58768941_58769809",0
"chr1_58649560_58650388","chr1_58773195_58773999",0
"chr1_58649560_58650388","chr1_58779520_58780446",0
"chr1_58649560_58650388","chr1_58783709_58784631",0
"chr1_58649560_58650388","chr1_58785039_58785632",0
"chr1_58649560_58650388","chr1_58805783_58806682",0
"chr1_58649560_58650388","chr1_58809425_58810262",0
"chr1_58649560_58650388","chr1_58812719_58813613",0
"chr1_58649560_58650388","chr1_58814963_58815655",0
"chr1_58649560_58650388","chr1_58816026_58816898",0
"chr1_58649560_58650388","chr1_58841209_58842099",0
"chr1_58649560_58650388","chr1_58854294_58855223",0
"chr1_58649560_58650388","chr1_58857912_58858768",0
"chr1_58649560_58650388","chr1_58859956_58860835",0
"chr1_58649560_58650388","chr1_58861342_58862192",0
"chr1_58649560_58650388","chr1_58881217_58882077",0
"chr1_58649560_58650388","chr1_58883186_58884139",0
"chr1_58649560_58650388","chr1_58884781_58885606",0
"chr1_58649560_58650388","chr1_58885810_58886672",0
"chr1_58649560_58650388","chr1_58895156_58895998",0
"chr1_58649560_58650388","chr1_58896333_58897201",0
"chr1_58649560_58650388","chr1_58898705_58899579",0
"chr1_58649560_58650388","chr1_58903348_58904271",0
"chr1_58649560_58650388","chr1_58919707_58920541",0
"chr1_58649560_58650388","chr1_58922119_58922999",0
"chr1_58649560_58650388","chr1_58932620_58933485",0
"chr1_58649560_58650388","chr1_58941500_58942417",0
"chr1_58649560_58650388","chr1_58964604_58965471",0
"chr1_58649560_58650388","chr1_58968168_58969068",0
"chr1_58649560_58650388","chr1_58978995_58979836",0
"chr1_58649560_58650388","chr1_58987168_58988063",0
"chr1_58652305_58653189","chr1_58546302_58547129",0
"chr1_58652305_58653189","chr1_58573579_58574431",0
"chr1_58652305_58653189","chr1_58576434_58577216",0
"chr1_58652305_58653189","chr1_58597720_58598595",0
"chr1_58652305_58653189","chr1_58618072_58618972",0
"chr1_58652305_58653189","chr1_58621112_58621955",0
"chr1_58652305_58653189","chr1_58648475_58649225",0
"chr1_58652305_58653189","chr1_58649560_58650388",0
"chr1_58652305_58653189","chr1_58699645_58700520",0
"chr1_58652305_58653189","chr1_58710524_58711425",0
"chr1_58652305_58653189","chr1_58717900_58718770",0
"chr1_58652305_58653189","chr1_58738614_58739430",0
"chr1_58652305_58653189","chr1_58739842_58740571",0
"chr1_58652305_58653189","chr1_58755175_58755890",0
"chr1_58652305_58653189","chr1_58768941_58769809",0
"chr1_58652305_58653189","chr1_58773195_58773999",0
"chr1_58652305_58653189","chr1_58779520_58780446",0
"chr1_58652305_58653189","chr1_58783709_58784631",0
"chr1_58652305_58653189","chr1_58785039_58785632",0
"chr1_58652305_58653189","chr1_58805783_58806682",0
"chr1_58652305_58653189","chr1_58809425_58810262",0
"chr1_58652305_58653189","chr1_58812719_58813613",0
"chr1_58652305_58653189","chr1_58814963_58815655",0
"chr1_58652305_58653189","chr1_58816026_58816898",0
"chr1_58652305_58653189","chr1_58841209_58842099",0
"chr1_58652305_58653189","chr1_58854294_58855223",0
"chr1_58652305_58653189","chr1_58857912_58858768",0
"chr1_58652305_58653189","chr1_58859956_58860835",0
"chr1_58652305_58653189","chr1_58861342_58862192",0
"chr1_58652305_58653189","chr1_58881217_58882077",0
"chr1_58652305_58653189","chr1_58883186_58884139",0
"chr1_58652305_58653189","chr1_58884781_58885606",0
"chr1_58652305_58653189","chr1_58885810_58886672",0
"chr1_58652305_58653189","chr1_58895156_58895998",0
"chr1_58652305_58653189","chr1_58896333_58897201",0
"chr1_58652305_58653189","chr1_58898705_58899579",0
"chr1_58652305_58653189","chr1_58903348_58904271",0
"chr1_58652305_58653189","chr1_58919707_58920541",0
"chr1_58652305_58653189","chr1_58922119_58922999",0
"chr1_58652305_58653189","chr1_58932620_58933485",0
"chr1_58652305_58653189","chr1_58941500_58942417",0
"chr1_58652305_58653189","chr1_58964604_58965471",0
"chr1_58652305_58653189","chr1_58968168_58969068",0
"chr1_58652305_58653189","chr1_58978995_58979836",0
"chr1_58652305_58653189","chr1_58987168_58988063",0
"chr1_58699645_58700520","chr1_58546302_58547129",0.0034803325980597
"chr1_58699645_58700520","chr1_58573579_58574431",0
"chr1_58699645_58700520","chr1_58576434_58577216",0.00217915284275119
"chr1_58699645_58700520","chr1_58597720_58598595",0.000265371504361502
"chr1_58699645_58700520","chr1_58618072_58618972",0.010113533725606
"chr1_58699645_58700520","chr1_58621112_58621955",0.00445278222881297
"chr1_58699645_58700520","chr1_58648475_58649225",0
"chr1_58699645_58700520","chr1_58649560_58650388",0
"chr1_58699645_58700520","chr1_58652305_58653189",0
"chr1_58699645_58700520","chr1_58710524_58711425",0.000956689862269252
"chr1_58699645_58700520","chr1_58717900_58718770",0
"chr1_58699645_58700520","chr1_58738614_58739430",0.00881808703516193
"chr1_58699645_58700520","chr1_58739842_58740571",0.000955494889150183
"chr1_58699645_58700520","chr1_58755175_58755890",0.00941392922619039
"chr1_58699645_58700520","chr1_58768941_58769809",0
"chr1_58699645_58700520","chr1_58773195_58773999",0.00344717761075142
"chr1_58699645_58700520","chr1_58779520_58780446",0.0206252058305978
"chr1_58699645_58700520","chr1_58783709_58784631",0.0535496050338104
"chr1_58699645_58700520","chr1_58785039_58785632",0.0220539866853397
"chr1_58699645_58700520","chr1_58805783_58806682",0
"chr1_58699645_58700520","chr1_58809425_58810262",0.0039360968462358
"chr1_58699645_58700520","chr1_58812719_58813613",0
"chr1_58699645_58700520","chr1_58814963_58815655",0.00832164030543345
"chr1_58699645_58700520","chr1_58816026_58816898",0.010002825468858
"chr1_58699645_58700520","chr1_58841209_58842099",0
"chr1_58699645_58700520","chr1_58854294_58855223",0.0120023265275886
"chr1_58699645_58700520","chr1_58857912_58858768",0
"chr1_58699645_58700520","chr1_58859956_58860835",0
"chr1_58699645_58700520","chr1_58861342_58862192",0
"chr1_58699645_58700520","chr1_58881217_58882077",0.00516962915052173
"chr1_58699645_58700520","chr1_58883186_58884139",0.02421998528953
"chr1_58699645_58700520","chr1_58884781_58885606",0.00364879760739696
"chr1_58699645_58700520","chr1_58885810_58886672",2.34441923795719e-06
"chr1_58699645_58700520","chr1_58895156_58895998",0.00879986688726372
"chr1_58699645_58700520","chr1_58896333_58897201",0
"chr1_58699645_58700520","chr1_58898705_58899579",-0.00803446392197517
"chr1_58699645_58700520","chr1_58903348_58904271",0.0146419478667827
"chr1_58699645_58700520","chr1_58919707_58920541",0.0144483571563342
"chr1_58699645_58700520","chr1_58922119_58922999",0.0108505636522052
"chr1_58699645_58700520","chr1_58932620_58933485",0.0129849611454491
"chr1_58699645_58700520","chr1_58941500_58942417",0.0010987979698602
"chr1_58699645_58700520","chr1_58964604_58965471",0.00706174021983955
"chr1_58699645_58700520","chr1_58968168_58969068",0.000676826837187039
"chr1_58699645_58700520","chr1_58978995_58979836",0.0038379859831826
"chr1_58699645_58700520","chr1_58987168_58988063",0
"chr1_58710524_58711425","chr1_58546302_58547129",0.0023222521464263
"chr1_58710524_58711425","chr1_58573579_58574431",0
"chr1_58710524_58711425","chr1_58576434_58577216",0.00145403987230737
"chr1_58710524_58711425","chr1_58597720_58598595",0.000177069153088256
"chr1_58710524_58711425","chr1_58618072_58618972",0.0067482560187888
"chr1_58710524_58711425","chr1_58621112_58621955",0.00297111922412089
"chr1_58710524_58711425","chr1_58648475_58649225",0
"chr1_58710524_58711425","chr1_58649560_58650388",0
"chr1_58710524_58711425","chr1_58652305_58653189",0
"chr1_58710524_58711425","chr1_58699645_58700520",0.000956689862269252
"chr1_58710524_58711425","chr1_58717900_58718770",0
"chr1_58710524_58711425","chr1_58738614_58739430",0.0058838691325637
"chr1_58710524_58711425","chr1_58739842_58740571",0.000637554025286378
"chr1_58710524_58711425","chr1_58755175_58755890",0.00628144487225553
"chr1_58710524_58711425","chr1_58768941_58769809",0
"chr1_58710524_58711425","chr1_58773195_58773999",0.00230012947904551
"chr1_58710524_58711425","chr1_58779520_58780446",0.0137621698964325
"chr1_58710524_58711425","chr1_58783709_58784631",0.0357309773495141
"chr1_58710524_58711425","chr1_58785039_58785632",0.014715524012228
"chr1_58710524_58711425","chr1_58805783_58806682",0
"chr1_58710524_58711425","chr1_58809425_58810262",0.00262636086988031
"chr1_58710524_58711425","chr1_58812719_58813613",0
"chr1_58710524_58711425","chr1_58814963_58815655",0.00555261502071789
"chr1_58710524_58711425","chr1_58816026_58816898",0.0066743859274638
"chr1_58710524_58711425","chr1_58841209_58842099",0
"chr1_58710524_58711425","chr1_58854294_58855223",0.00800855313550807
"chr1_58710524_58711425","chr1_58857912_58858768",0
"chr1_58710524_58711425","chr1_58859956_58860835",0
"chr1_58710524_58711425","chr1_58861342_58862192",0
"chr1_58710524_58711425","chr1_58881217_58882077",0.00344943537802104
"chr1_58710524_58711425","chr1_58883186_58884139",0.0161607867180226
"chr1_58710524_58711425","chr1_58884781_58885606",0.00243466043457361
"chr1_58710524_58711425","chr1_58885810_58886672",1.56431388497364e-06
"chr1_58710524_58711425","chr1_58895156_58895998",0.00587171173772492
"chr1_58710524_58711425","chr1_58896333_58897201",0
"chr1_58710524_58711425","chr1_58898705_58899579",-0.00536099656067165
"chr1_58710524_58711425","chr1_58903348_58904271",0.00976984064122333
"chr1_58710524_58711425","chr1_58919707_58920541",0.00964066722741864
"chr1_58710524_58711425","chr1_58922119_58922999",0.00724003928398005
"chr1_58710524_58711425","chr1_58932620_58933485",0.00866421614649489
"chr1_58710524_58711425","chr1_58941500_58942417",0.00073317301496394
"chr1_58710524_58711425","chr1_58964604_58965471",0.00471194660882983
"chr1_58710524_58711425","chr1_58968168_58969068",0.000451612749969004
"chr1_58710524_58711425","chr1_58978995_58979836",0.00256089639029579
"chr1_58710524_58711425","chr1_58987168_58988063",0
"chr1_58717900_58718770","chr1_58546302_58547129",0
"chr1_58717900_58718770","chr1_58573579_58574431",0
"chr1_58717900_58718770","chr1_58576434_58577216",0
"chr1_58717900_58718770","chr1_58597720_58598595",0
"chr1_58717900_58718770","chr1_58618072_58618972",0
"chr1_58717900_58718770","chr1_58621112_58621955",0
"chr1_58717900_58718770","chr1_58648475_58649225",0
"chr1_58717900_58718770","chr1_58649560_58650388",0
"chr1_58717900_58718770","chr1_58652305_58653189",0
"chr1_58717900_58718770","chr1_58699645_58700520",0
"chr1_58717900_58718770","chr1_58710524_58711425",0
"chr1_58717900_58718770","chr1_58738614_58739430",0
"chr1_58717900_58718770","chr1_58739842_58740571",0
"chr1_58717900_58718770","chr1_58755175_58755890",0
"chr1_58717900_58718770","chr1_58768941_58769809",0
"chr1_58717900_58718770","chr1_58773195_58773999",0
"chr1_58717900_58718770","chr1_58779520_58780446",0
"chr1_58717900_58718770","chr1_58783709_58784631",0
"chr1_58717900_58718770","chr1_58785039_58785632",0
"chr1_58717900_58718770","chr1_58805783_58806682",0
"chr1_58717900_58718770","chr1_58809425_58810262",0
"chr1_58717900_58718770","chr1_58812719_58813613",0
"chr1_58717900_58718770","chr1_58814963_58815655",0
"chr1_58717900_58718770","chr1_58816026_58816898",0
"chr1_58717900_58718770","chr1_58841209_58842099",0
"chr1_58717900_58718770","chr1_58854294_58855223",0
"chr1_58717900_58718770","chr1_58857912_58858768",0
"chr1_58717900_58718770","chr1_58859956_58860835",0
"chr1_58717900_58718770","chr1_58861342_58862192",0
"chr1_58717900_58718770","chr1_58881217_58882077",0
"chr1_58717900_58718770","chr1_58883186_58884139",0
"chr1_58717900_58718770","chr1_58884781_58885606",0
"chr1_58717900_58718770","chr1_58885810_58886672",0
"chr1_58717900_58718770","chr1_58895156_58895998",0
"chr1_58717900_58718770","chr1_58896333_58897201",0
"chr1_58717900_58718770","chr1_58898705_58899579",0
"chr1_58717900_58718770","chr1_58903348_58904271",0
"chr1_58717900_58718770","chr1_58919707_58920541",0
"chr1_58717900_58718770","chr1_58922119_58922999",0
"chr1_58717900_58718770","chr1_58932620_58933485",0
"chr1_58717900_58718770","chr1_58941500_58942417",0
"chr1_58717900_58718770","chr1_58964604_58965471",0
"chr1_58717900_58718770","chr1_58968168_58969068",0
"chr1_58717900_58718770","chr1_58978995_58979836",0
"chr1_58717900_58718770","chr1_58987168_58988063",0
"chr1_58738614_58739430","chr1_58546302_58547129",0.0223952640736752
"chr1_58738614_58739430","chr1_58573579_58574431",0
"chr1_58738614_58739430","chr1_58576434_58577216",0.013402305859277
"chr1_58738614_58739430","chr1_58597720_58598595",0.00163209757388983
"chr1_58738614_58739430","chr1_58618072_58618972",0.171683196418987
"chr1_58738614_58739430","chr1_58621112_58621955",0.027385664825585
"chr1_58738614_58739430","chr1_58648475_58649225",0
"chr1_58738614_58739430","chr1_58649560_58650388",0
"chr1_58738614_58739430","chr1_58652305_58653189",0
"chr1_58738614_58739430","chr1_58699645_58700520",0.00881808703516194
"chr1_58738614_58739430","chr1_58710524_58711425",0.0058838691325637
"chr1_58738614_58739430","chr1_58717900_58718770",0
"chr1_58738614_58739430","chr1_58739842_58740571",0.108356255199134
"chr1_58738614_58739430","chr1_58755175_58755890",0.0590029753015284
"chr1_58738614_58739430","chr1_58768941_58769809",0
"chr1_58738614_58739430","chr1_58773195_58773999",0.0212009583651849
"chr1_58738614_58739430","chr1_58779520_58780446",0.139681418655077
"chr1_58738614_58739430","chr1_58783709_58784631",0.329342747891206
"chr1_58738614_58739430","chr1_58785039_58785632",0.139757589514964
"chr1_58738614_58739430","chr1_58805783_58806682",0
"chr1_58738614_58739430","chr1_58809425_58810262",0.0242079274064996
"chr1_58738614_58739430","chr1_58812719_58813613",0
"chr1_58738614_58739430","chr1_58814963_58815655",0.0522252524361143
"chr1_58738614_58739430","chr1_58816026_58816898",0.0693814068481172
"chr1_58738614_58739430","chr1_58841209_58842099",0
"chr1_58738614_58739430","chr1_58854294_58855223",0.0738171494857481
"chr1_58738614_58739430","chr1_58857912_58858768",0
